instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,CasualClass,registered,registeredClass,cnt,cntClass,4&1,4&4,1&2,1&3,2&1,2&2,2&3,2&4,3&1,3&2,3&3,3&4,4&2,4&3
488,5/2/2012,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,2,5502,4,6169,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
489,5/3/2012,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,3,5657,4,6421,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
490,5/4/2012,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,3,5227,4,6296,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
491,5/5/2012,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4,4387,3,6883,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
492,5/6/2012,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4,4224,3,6359,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
493,5/7/2012,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,3,5265,4,6273,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
494,5/8/2012,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,3,4990,4,5728,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
495,5/9/2012,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,2,4097,3,4717,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
496,5/10/2012,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,3,5546,4,6572,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
497,5/11/2012,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,4,5711,4,7030,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
498,5/12/2012,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4,4807,4,7429,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
499,5/13/2012,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,4,3946,3,6118,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
500,5/14/2012,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2,2501,2,2843,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
501,5/15/2012,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,2,4490,3,5115,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
502,5/16/2012,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,3,6433,4,7424,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
503,5/17/2012,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,4,6142,4,7384,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
504,5/18/2012,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,4,6118,4,7639,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
505,5/19/2012,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4,4884,4,8294,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
506,5/20/2012,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4,4425,3,7129,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
507,5/21/2012,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,2,3729,3,4359,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
508,5/22/2012,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,3,5254,4,6073,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
509,5/23/2012,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,3,4494,3,5260,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
510,5/24/2012,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,3,5711,4,6770,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
511,5/25/2012,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,4,5317,4,6734,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
512,5/26/2012,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,4,3681,3,6536,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
513,5/27/2012,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,4,3308,2,6591,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
514,5/28/2012,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,4,3486,2,6043,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0
515,5/29/2012,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,3,4863,4,5743,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
516,5/30/2012,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,3,6110,4,6855,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
517,5/31/2012,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,4,6238,4,7338,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
518,6/1/2012,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,2,3594,2,4127,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
519,6/2/2012,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,4,5325,4,8120,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
520,6/3/2012,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,4,5147,4,7641,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
521,6/4/2012,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,3,5927,4,6998,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
522,6/5/2012,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,3,6033,4,7001,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
523,6/6/2012,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,3,6028,4,7055,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
524,6/7/2012,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,3,6456,4,7494,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
525,6/8/2012,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,4,6248,4,7736,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
526,6/9/2012,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4,4790,4,7498,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
527,6/10/2012,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4,4374,3,6598,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,6/11/2012,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,3,5647,4,6664,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
529,6/12/2012,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,2,4495,3,4972,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
530,6/13/2012,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,4,6248,4,7421,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
531,6/14/2012,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,4,6183,4,7363,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
532,6/15/2012,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,4,6102,4,7665,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
533,6/16/2012,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4,4739,3,7702,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
534,6/17/2012,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4,4344,3,6978,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
535,6/18/2012,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,2,4446,3,5099,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
536,6/19/2012,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,3,5857,4,6825,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
537,6/20/2012,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,3,5339,4,6211,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
538,6/21/2012,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,3,5127,4,5905,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
539,6/22/2012,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,3,4859,4,5823,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
540,6/23/2012,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4,4801,4,7458,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
541,6/24/2012,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4,4340,3,6891,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
542,6/25/2012,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,4,5640,4,6779,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
543,6/26/2012,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,3,6365,4,7442,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
544,6/27/2012,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,3,6258,4,7335,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
545,6/28/2012,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,3,5958,4,6879,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
546,6/29/2012,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,3,4634,3,5463,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
547,6/30/2012,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4,4232,3,5687,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
548,7/1/2012,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4,4110,3,5531,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
549,7/2/2012,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,3,5323,4,6227,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
550,7/3/2012,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,3,5608,4,6660,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
551,7/4/2012,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4,4841,4,7403,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
552,7/5/2012,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4,4836,4,6241,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
553,7/6/2012,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4,4841,4,6207,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
554,7/7/2012,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,4,3392,2,4840,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
555,7/8/2012,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,4,3469,2,4672,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
556,7/9/2012,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,3,5571,4,6569,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
557,7/10/2012,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,3,5336,4,6290,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
558,7/11/2012,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,3,6289,4,7264,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
559,7/12/2012,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,3,6414,4,7446,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
560,7/13/2012,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,4,5988,4,7499,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
561,7/14/2012,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4,4614,3,6969,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
562,7/15/2012,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4,4111,3,6031,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
563,7/16/2012,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,3,5742,4,6830,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
564,7/17/2012,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,3,5865,4,6786,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
565,7/18/2012,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,3,4914,4,5713,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
566,7/19/2012,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,3,5703,4,6591,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
567,7/20/2012,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,3,5123,4,5870,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
568,7/21/2012,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,4,3195,2,4459,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
569,7/22/2012,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4,4866,4,7410,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
570,7/23/2012,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,4,5831,4,6966,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
571,7/24/2012,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,4,6452,4,7592,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
572,7/25/2012,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,4,6790,4,8173,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
573,7/26/2012,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,3,5825,4,6861,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
574,7/27/2012,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,4,5645,4,6904,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
575,7/28/2012,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4,4451,3,6685,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
576,7/29/2012,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4,4444,3,6597,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
577,7/30/2012,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,3,6065,4,7105,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
578,7/31/2012,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,3,6248,4,7216,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
579,8/1/2012,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,3,6506,4,7580,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
580,8/2/2012,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,3,6278,4,7261,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
581,8/3/2012,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,4,5847,4,7175,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
582,8/4/2012,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4,4479,3,6824,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
583,8/5/2012,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,4,3757,3,5464,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
584,8/6/2012,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,4,5780,4,7013,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
585,8/7/2012,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,4,5995,4,7273,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
586,8/8/2012,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,4,6271,4,7534,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
587,8/9/2012,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,4,6090,4,7286,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
588,8/10/2012,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,3,4721,3,5786,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
589,8/11/2012,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4,4052,3,6299,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
590,8/12/2012,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4,4362,3,6544,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
591,8/13/2012,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,4,5676,4,6883,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
592,8/14/2012,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,4,5656,4,6784,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
593,8/15/2012,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,4,6149,4,7347,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
594,8/16/2012,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,4,6267,4,7605,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
595,8/17/2012,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,4,5665,4,7148,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
596,8/18/2012,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,4,5038,4,7865,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
597,8/19/2012,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,4,3341,2,4549,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
598,8/20/2012,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,3,5504,4,6530,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
599,8/21/2012,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,3,5925,4,7006,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
600,8/22/2012,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,3,6281,4,7375,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
601,8/23/2012,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,4,6402,4,7765,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
602,8/24/2012,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,4,6257,4,7582,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
603,8/25/2012,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4,4224,3,6053,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
604,8/26/2012,3,1,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,4,3772,3,5255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
605,8/27/2012,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,3,5928,4,6917,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
606,8/28/2012,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,3,6105,4,7040,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
607,8/29/2012,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,4,6520,4,7697,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
608,8/30/2012,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,4,6541,4,7713,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
609,8/31/2012,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,4,5917,4,7350,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
610,9/1/2012,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,4,3788,3,6140,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
611,9/2/2012,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,4,3197,2,5810,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
612,9/3/2012,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4,4069,3,6034,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
613,9/4/2012,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,3,5997,4,6864,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
614,9/5/2012,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,3,6280,4,7112,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
615,9/6/2012,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,2,5592,4,6203,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
616,9/7/2012,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,3,6459,4,7504,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
617,9/8/2012,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4,4419,3,5976,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
618,9/9/2012,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,4,5657,4,8227,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
619,9/10/2012,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,4,6407,4,7525,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
620,9/11/2012,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,3,6697,4,7767,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
621,9/12/2012,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,3,6820,4,7870,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
622,9/13/2012,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,3,6750,4,7804,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
623,9/14/2012,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,4,6630,4,8009,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
624,9/15/2012,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,4,5554,4,8714,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
625,9/16/2012,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,4,5167,4,7333,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
626,9/17/2012,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,3,5847,4,6869,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
627,9/18/2012,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,2,3702,3,4073,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
628,9/19/2012,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,3,6803,4,7591,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
629,9/20/2012,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,3,6781,4,7720,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
630,9/21/2012,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,4,6917,4,8167,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
631,9/22/2012,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,4,5883,4,8395,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
632,9/23/2012,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,4,5453,4,7907,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
633,9/24/2012,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,3,6435,4,7436,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
634,9/25/2012,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,3,6693,4,7538,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
635,9/26/2012,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,3,6946,4,7733,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
636,9/27/2012,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,3,6642,4,7393,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
637,9/28/2012,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,3,6370,4,7415,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
638,9/29/2012,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,4,5966,4,8555,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
639,9/30/2012,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4,4874,4,6889,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
640,10/1/2012,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,3,6015,4,6778,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
641,10/2/2012,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,1,4324,3,4639,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
642,10/3/2012,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,3,6844,4,7572,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
643,10/4/2012,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,3,6437,4,7328,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
644,10/5/2012,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,4,6640,4,8156,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
645,10/6/2012,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4,4934,4,7965,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
646,10/7/2012,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,3,2729,2,3510,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
647,10/8/2012,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,3,4604,3,5478,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
648,10/9/2012,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,2,5791,4,6392,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
649,10/10/2012,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,3,6911,4,7691,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
